Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Office Supplies,Philadelphia,United States,KN-16390,Katherine Nockton,0.7,2016-03-05 0:00,CA-2016-109001,19120,OFF-BI-10003529,Avery Round Ring Poly Binders,-1.7892,3,East,5089,Corporate,2016-03-09 0:00,Standard Class,Pennsylvania,Binders,USD2.55
Office Supplies,Lancaster,United States,BM-11650,Brian Moss,0.7,2017-09-27 0:00,CA-2017-163202,43130,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,-2.0349,3,East,5399,Corporate,2017-10-02 0:00,Standard Class,Ohio,Binders,USD2.90
Office Supplies,Lakewood,United States,FC-14245,Frank Carlisle,0.7,2018-10-21 0:00,CA-2018-117422,44107,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",-4.9728,4,East,5433,Home Office,2018-10-25 0:00,Standard Class,Ohio,Binders,USD6.21
Office Supplies,Philadelphia,United States,SC-20440,Shaun Chance,0.7,2016-09-04 0:00,CA-2016-113523,19140,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,-6.1248,4,East,5496,Corporate,2016-09-08 0:00,Standard Class,Pennsylvania,Binders,USD7.65
Office Supplies,Columbus,United States,EA-14035,Erin Ashbrook,0.7,2015-12-05 0:00,CA-2015-151162,43229,OFF-BI-10003719,Large Capacity Hanging Post Binders,-23.952,4,East,5573,Corporate,2015-12-09 0:00,Standard Class,Ohio,Binders,USD29.94
Office Supplies,Cleveland,United States,JH-15430,Jennifer Halladay,0.7,2018-11-19 0:00,US-2018-108014,44105,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',-45.9333,7,East,5594,Consumer,2018-11-25 0:00,Standard Class,Ohio,Binders,USD59.91
Office Supplies,Newark,United States,JG-15310,Jason Gross,0.7,2017-07-21 0:00,CA-2017-141957,43055,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,East,5665,Corporate,2017-07-21 0:00,Same Day,Ohio,Binders,USD11.08
Office Supplies,Philadelphia,United States,BP-11185,Ben Peterman,0.7,2017-01-04 0:00,CA-2017-158211,19143,OFF-BI-10002026,Avery Arch Ring Binders,-80.178,6,East,5869,Corporate,2017-01-08 0:00,Standard Class,Pennsylvania,Binders,USD104.58
Office Supplies,Lancaster,United States,JS-15940,Joni Sundaresam,0.7,2017-09-23 0:00,CA-2017-124016,43130,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,-9.7608,7,East,6055,Home Office,2017-09-26 0:00,Second Class,Ohio,Binders,USD12.20
Office Supplies,Philadelphia,United States,HG-14845,Harry Greene,0.7,2016-09-13 0:00,US-2016-161347,19120,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-2.01,1,East,6353,Consumer,2016-09-19 0:00,Standard Class,Pennsylvania,Binders,USD2.41
Office Supplies,Philadelphia,United States,CC-12370,Christopher Conant,0.7,2017-05-23 0:00,CA-2017-143714,19120,OFF-BI-10004308,Avery Legal 4-Ring Binder,-4.196,1,East,6427,Consumer,2017-05-27 0:00,Standard Class,Pennsylvania,Binders,USD6.29
Office Supplies,Medina,United States,LC-17050,Liz Carlisle,0.7,2015-11-02 0:00,CA-2015-129147,44256,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,-13.4694,3,East,6504,Consumer,2015-11-06 0:00,Standard Class,Ohio,Binders,USD19.24
Office Supplies,Philadelphia,United States,CC-12100,Chad Cunningham,0.7,2017-07-07 0:00,CA-2017-129308,19120,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4.7625,5,East,6526,Home Office,2017-07-13 0:00,Standard Class,Pennsylvania,Binders,USD5.71
Office Supplies,Philadelphia,United States,CC-12100,Chad Cunningham,0.7,2017-07-07 0:00,CA-2017-129308,19120,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,-7.85,5,East,6527,Home Office,2017-07-13 0:00,Standard Class,Pennsylvania,Binders,USD9.41
Office Supplies,Cleveland,United States,DP-13000,Darren Powers,0.7,2018-05-14 0:00,US-2018-154872,44105,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-46.536,5,East,6545,Consumer,2018-05-18 0:00,Standard Class,Ohio,Binders,USD58.17
Office Supplies,Columbus,United States,GG-14650,Greg Guthrie,0.7,2018-04-23 0:00,CA-2018-157112,43229,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-7.84,5,East,6596,Corporate,2018-04-26 0:00,First Class,Ohio,Binders,USD11.76
Office Supplies,Philadelphia,United States,PS-18760,Pamela Stobb,0.7,2018-09-14 0:00,CA-2018-156237,19140,OFF-BI-10000301,GBC Instant Report Kit,-2.588,2,East,6810,Consumer,2018-09-15 0:00,First Class,Pennsylvania,Binders,USD3.88
Technology,Philadelphia,United States,PS-18760,Pamela Stobb,0.7,2018-09-14 0:00,CA-2018-156237,19140,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,-18.0385,1,East,6811,Consumer,2018-09-15 0:00,First Class,Pennsylvania,Machines,USD12.58
Office Supplies,Philadelphia,United States,PS-18760,Pamela Stobb,0.7,2018-09-14 0:00,CA-2018-156237,19140,OFF-BI-10003707,Aluminum Screw Posts,-12.208,4,East,6813,Consumer,2018-09-15 0:00,First Class,Pennsylvania,Binders,USD18.31
Technology,Philadelphia,United States,PS-18760,Pamela Stobb,0.7,2018-09-14 0:00,CA-2018-156237,19140,TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,-168.819,2,East,6815,Consumer,2018-09-15 0:00,First Class,Pennsylvania,Machines,USD241.16
Office Supplies,Troy,United States,MP-18175,Mike Pelletier,0.7,2016-12-06 0:00,CA-2016-166338,45373,OFF-BI-10002852,Ibico Standard Transparent Covers,-10.3824,3,East,6841,Home Office,2016-12-07 0:00,First Class,Ohio,Binders,USD14.83
Office Supplies,Lakewood,United States,CK-12205,Chloris Kastensmidt,0.7,2018-08-18 0:00,CA-2018-122028,44107,OFF-BI-10004817,GBC Personal VeloBind Strips,-7.9068,3,East,6898,Consumer,2018-08-25 0:00,Standard Class,Ohio,Binders,USD10.78
Office Supplies,Columbus,United States,LH-16900,Lena Hernandez,0.7,2015-09-13 0:00,CA-2015-126277,43229,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,-2.0016,3,East,6910,Consumer,2015-09-18 0:00,Second Class,Ohio,Binders,USD2.50
Office Supplies,Philadelphia,United States,HG-14965,Henry Goldwyn,0.7,2016-05-21 0:00,CA-2016-102806,19143,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-18.0312,2,East,6920,Corporate,2016-05-28 0:00,Standard Class,Pennsylvania,Binders,USD24.58
Office Supplies,Springfield,United States,KN-16390,Katherine Nockton,0.7,2016-08-21 0:00,CA-2016-154823,45503,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,-8.9796,2,East,7008,Corporate,2016-08-25 0:00,Standard Class,Ohio,Binders,USD12.82
Office Supplies,Chester,United States,AH-10075,Adam Hart,0.7,2018-09-25 0:00,CA-2018-112004,19013,OFF-BI-10003476,Avery Metallic Poly Binders,-6.303,5,East,7086,Corporate,2018-09-28 0:00,First Class,Pennsylvania,Binders,USD8.59
Office Supplies,Philadelphia,United States,LH-16750,Larry Hughes,0.7,2015-09-21 0:00,CA-2015-117478,19140,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",-5.037,3,East,7103,Consumer,2015-09-24 0:00,First Class,Pennsylvania,Binders,USD6.57
Office Supplies,Philadelphia,United States,MH-17290,Marc Harrigan,0.7,2018-03-11 0:00,US-2018-141558,19140,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-8.6058,1,East,7145,Home Office,2018-03-16 0:00,Standard Class,Pennsylvania,Binders,USD12.29
Office Supplies,Philadelphia,United States,MY-18295,Muhammed Yedwab,0.7,2018-05-04 0:00,CA-2018-133067,19140,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",-1.5414,2,East,7178,Corporate,2018-05-10 0:00,Standard Class,Pennsylvania,Binders,USD2.20
Office Supplies,Philadelphia,United States,MY-18295,Muhammed Yedwab,0.7,2018-05-04 0:00,CA-2018-133067,19140,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",-7.5168,3,East,7179,Corporate,2018-05-10 0:00,Standard Class,Pennsylvania,Binders,USD9.39
Office Supplies,Philadelphia,United States,BP-11290,Beth Paige,0.7,2018-01-09 0:00,CA-2018-154760,19140,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,-228.7425,3,East,7221,Consumer,2018-01-13 0:00,Standard Class,Pennsylvania,Binders,USD274.49
Technology,Philadelphia,United States,EA-14035,Erin Ashbrook,0.7,2017-07-10 0:00,CA-2017-164924,19143,TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",-319.1916,3,East,7238,Corporate,2017-07-10 0:00,Same Day,Pennsylvania,Machines,USD341.99
Office Supplies,Lancaster,United States,SC-20440,Shaun Chance,0.7,2018-10-26 0:00,CA-2018-115119,17602,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-65.1504,7,East,7333,Corporate,2018-10-30 0:00,Standard Class,Pennsylvania,Binders,USD81.43
Office Supplies,Philadelphia,United States,DS-13180,David Smith,0.7,2017-11-28 0:00,CA-2017-127243,19140,OFF-BI-10003166,GBC Plasticlear Binding Covers,-5.0512,2,East,7366,Corporate,2017-12-04 0:00,Standard Class,Pennsylvania,Binders,USD6.88
Office Supplies,Philadelphia,United States,SC-20770,Stewart Carmichael,0.7,2017-03-13 0:00,US-2017-114013,19134,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,-41.5176,1,East,7419,Corporate,2017-03-15 0:00,Second Class,Pennsylvania,Binders,USD51.89
Office Supplies,Philadelphia,United States,SC-20770,Stewart Carmichael,0.7,2017-03-13 0:00,US-2017-114013,19134,OFF-BI-10002353,GBC VeloBind Cover Sets,-15.44,5,East,7421,Corporate,2017-03-15 0:00,Second Class,Pennsylvania,Binders,USD23.16
Technology,Philadelphia,United States,SC-20770,Stewart Carmichael,0.7,2017-03-13 0:00,US-2017-114013,19134,TEC-MA-10001148,Okidata MB491 Multifunction Printer,-643.71,3,East,7423,Corporate,2017-03-15 0:00,Second Class,Pennsylvania,Machines,USD449.10
Office Supplies,Philadelphia,United States,AC-10615,Ann Chong,0.7,2016-09-15 0:00,CA-2016-100734,19143,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-2.8608,4,East,7471,Corporate,2016-09-20 0:00,Standard Class,Pennsylvania,Binders,USD3.57
Office Supplies,Lancaster,United States,MD-17350,Maribeth Dona,0.7,2017-09-05 0:00,CA-2017-162383,43130,OFF-BI-10002824,Recycled Easel Ring Binders,-7.46,2,East,7522,Consumer,2017-09-11 0:00,Standard Class,Ohio,Binders,USD8.95
Office Supplies,Lancaster,United States,MD-17350,Maribeth Dona,0.7,2017-09-05 0:00,CA-2017-162383,43130,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,-6.4944,6,East,7523,Consumer,2017-09-11 0:00,Standard Class,Ohio,Binders,USD8.85
Office Supplies,Lakewood,United States,TC-21475,Tony Chapman,0.7,2018-07-30 0:00,CA-2018-155740,44107,OFF-BI-10001071,GBC ProClick Punch Binding System,-53.7432,4,East,7659,Home Office,2018-08-02 0:00,First Class,Ohio,Binders,USD76.77
Office Supplies,Philadelphia,United States,EH-14185,Evan Henry,0.7,2015-10-25 0:00,CA-2015-139542,19120,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-9.5886,3,East,7710,Consumer,2015-10-29 0:00,Standard Class,Pennsylvania,Binders,USD13.69
Office Supplies,Lancaster,United States,CS-12505,Cindy Stewart,0.7,2017-11-25 0:00,CA-2017-108196,43130,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,-304.392,2,East,7772,Consumer,2017-12-02 0:00,Standard Class,Ohio,Binders,USD456.58
Technology,Lancaster,United States,CS-12505,Cindy Stewart,0.7,2017-11-25 0:00,CA-2017-108196,43130,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,-6599.978,5,East,7773,Consumer,2017-12-02 0:00,Standard Class,Ohio,Machines,USD4499.98
Office Supplies,Philadelphia,United States,FG-14260,Frank Gastineau,0.7,2018-09-19 0:00,CA-2018-160801,19120,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-3.3894,3,East,7791,Home Office,2018-09-19 0:00,Same Day,Pennsylvania,Binders,USD4.84
Office Supplies,Cuyahoga Falls,United States,JA-15970,Joseph Airdo,0.7,2018-03-02 0:00,CA-2018-152261,44221,OFF-BI-10002353,GBC VeloBind Cover Sets,-12.352,4,East,7861,Consumer,2018-03-06 0:00,Standard Class,Ohio,Binders,USD18.52
Office Supplies,Philadelphia,United States,SP-20860,Sung Pak,0.7,2016-08-16 0:00,US-2016-126753,19134,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",-1.9068,2,East,7974,Corporate,2016-08-20 0:00,Standard Class,Pennsylvania,Binders,USD2.72
Office Supplies,Philadelphia,United States,SP-20860,Sung Pak,0.7,2016-08-16 0:00,US-2016-126753,19134,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,-2.7588,3,East,7976,Corporate,2016-08-20 0:00,Standard Class,Pennsylvania,Binders,USD3.76
Office Supplies,Cuyahoga Falls,United States,SH-20395,Shahid Hopkins,0.7,2017-12-15 0:00,CA-2017-113600,44221,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-1.476,3,East,8047,Consumer,2017-12-17 0:00,Second Class,Ohio,Binders,USD2.21
Office Supplies,Philadelphia,United States,CM-12715,Craig Molinari,0.7,2015-09-26 0:00,CA-2015-144974,19140,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",-4.577,5,East,8050,Corporate,2015-09-30 0:00,Standard Class,Pennsylvania,Binders,USD5.96
Office Supplies,Philadelphia,United States,SF-20965,Sylvia Foulston,0.7,2018-09-28 0:00,CA-2018-152205,19134,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,-1.8585,1,East,8054,Corporate,2018-10-05 0:00,Standard Class,Pennsylvania,Binders,USD2.65
Office Supplies,Troy,United States,LC-16885,Lena Creighton,0.7,2016-12-11 0:00,CA-2016-106362,45373,OFF-BI-10003166,GBC Plasticlear Binding Covers,-7.5768,3,East,8293,Consumer,2016-12-15 0:00,Standard Class,Ohio,Binders,USD10.33
Office Supplies,Philadelphia,United States,BO-11350,Bill Overfelt,0.7,2018-05-03 0:00,CA-2018-132199,19134,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,-17.592,4,East,8353,Corporate,2018-05-08 0:00,Standard Class,Pennsylvania,Binders,USD26.38
Office Supplies,Philadelphia,United States,BO-11350,Bill Overfelt,0.7,2018-05-03 0:00,CA-2018-132199,19134,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-44.94,5,East,8355,Corporate,2018-05-08 0:00,Standard Class,Pennsylvania,Binders,USD64.20
Office Supplies,Cincinnati,United States,EB-13750,Edward Becker,0.7,2017-08-28 0:00,CA-2017-137652,45231,OFF-BI-10004099,GBC VeloBinder Strips,-12.288,8,East,8426,Corporate,2017-08-30 0:00,First Class,Ohio,Binders,USD18.43
Office Supplies,Philadelphia,United States,JB-16045,Julia Barnett,0.7,2017-03-06 0:00,US-2017-155173,19120,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-1.4982,1,East,8444,Home Office,2017-03-10 0:00,Standard Class,Pennsylvania,Binders,USD2.04
Office Supplies,York,United States,NC-18625,Noah Childs,0.7,2018-04-09 0:00,CA-2018-169404,17403,OFF-BI-10004492,Tuf-Vin Binders,-29.0536,4,East,8475,Corporate,2018-04-14 0:00,Standard Class,Pennsylvania,Binders,USD37.89
Office Supplies,Columbus,United States,SP-20920,Susan Pistek,0.7,2018-03-16 0:00,CA-2018-161172,43229,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,-3.462,3,East,8527,Consumer,2018-03-16 0:00,Same Day,Ohio,Binders,USD5.19
Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,0.7,2016-06-07 0:00,CA-2016-157343,19143,OFF-BI-10003707,Aluminum Screw Posts,-12.208,4,East,8537,Home Office,2016-06-11 0:00,Standard Class,Pennsylvania,Binders,USD18.31
Office Supplies,Philadelphia,United States,RD-19720,Roger Demir,0.7,2018-12-09 0:00,US-2018-132927,19134,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,East,8586,Consumer,2018-12-15 0:00,Standard Class,Pennsylvania,Binders,USD11.08
Office Supplies,Bethlehem,United States,OT-18730,Olvera Toch,0.7,2017-07-28 0:00,CA-2017-107783,18018,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,-913.176,6,East,8633,Consumer,2017-07-29 0:00,First Class,Pennsylvania,Binders,USD1369.76
Office Supplies,Elyria,United States,BM-11650,Brian Moss,0.7,2018-11-16 0:00,CA-2018-121678,44035,OFF-BI-10002949,Prestige Round Ring Binders,-1.3984,1,East,8716,Corporate,2018-11-20 0:00,Second Class,Ohio,Binders,USD1.82
Office Supplies,Toledo,United States,JD-16015,Joy Daniels,0.7,2018-09-09 0:00,CA-2018-152198,43615,OFF-BI-10003669,3M Organizer Strips,-3.564,3,East,8755,Consumer,2018-09-10 0:00,First Class,Ohio,Binders,USD4.86
Office Supplies,Toledo,United States,JD-16015,Joy Daniels,0.7,2018-09-09 0:00,CA-2018-152198,43615,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-5.215,2,East,8756,Consumer,2018-09-10 0:00,First Class,Ohio,Binders,USD6.25
Office Supplies,Philadelphia,United States,JF-15190,Jamie Frazer,0.7,2018-10-26 0:00,US-2018-110646,19134,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",-27.735,3,East,8808,Consumer,2018-10-31 0:00,Standard Class,Pennsylvania,Binders,USD33.28
Office Supplies,Columbus,United States,BP-11290,Beth Paige,0.7,2018-12-18 0:00,CA-2018-156664,43229,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-6.03,3,East,8845,Consumer,2018-12-23 0:00,Standard Class,Ohio,Binders,USD7.23
Technology,Columbus,United States,RB-19435,Richard Bierner,0.7,2015-10-10 0:00,US-2015-105137,43229,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,-71.3958,2,East,8873,Consumer,2015-10-10 0:00,Same Day,Ohio,Machines,USD101.99
Office Supplies,Columbus,United States,RB-19435,Richard Bierner,0.7,2015-10-10 0:00,US-2015-105137,43229,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-13.3936,2,East,8874,Consumer,2015-10-10 0:00,Same Day,Ohio,Binders,USD18.26
Office Supplies,Columbus,United States,BS-11590,Brendan Sweed,0.7,2015-08-25 0:00,CA-2015-107398,43229,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,-4.5696,4,East,8885,Corporate,2015-08-30 0:00,Standard Class,Ohio,Binders,USD6.52
Office Supplies,Columbus,United States,BS-11590,Brendan Sweed,0.7,2015-08-25 0:00,CA-2015-107398,43229,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,-2.2896,3,East,8886,Corporate,2015-08-30 0:00,Standard Class,Ohio,Binders,USD2.86
Office Supplies,Columbus,United States,BS-11590,Brendan Sweed,0.7,2015-08-25 0:00,CA-2015-107398,43229,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-16.6848,8,East,8887,Corporate,2015-08-30 0:00,Standard Class,Ohio,Binders,USD20.85
Office Supplies,Toledo,United States,VP-21760,Victoria Pisteka,0.7,2016-11-15 0:00,CA-2016-129525,43615,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-116.844,13,East,9022,Corporate,2016-11-20 0:00,Standard Class,Ohio,Binders,USD166.91
Office Supplies,Lakewood,United States,CB-12415,Christy Brittain,0.7,2016-11-05 0:00,US-2016-136259,44107,OFF-BI-10000773,Insertable Tab Post Binder Dividers,-5.5338,3,East,9076,Consumer,2016-11-08 0:00,First Class,Ohio,Binders,USD7.21
Office Supplies,Philadelphia,United States,EH-13945,Eric Hoffmann,0.7,2017-11-26 0:00,US-2017-158288,19120,OFF-BI-10003364,Binding Machine Supplies,-57.7566,9,East,9124,Consumer,2017-11-28 0:00,Second Class,Pennsylvania,Binders,USD78.75
Office Supplies,Allentown,United States,SM-20320,Sean Miller,0.7,2016-08-21 0:00,US-2016-130512,18103,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,-82.99,2,East,9191,Home Office,2016-08-25 0:00,Standard Class,Pennsylvania,Binders,USD99.58
Office Supplies,Philadelphia,United States,SC-20305,Sean Christensen,0.7,2018-12-01 0:00,CA-2018-122539,19140,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",-5.6007,7,East,9279,Consumer,2018-12-05 0:00,Standard Class,Pennsylvania,Binders,USD8.00
Office Supplies,Troy,United States,CK-12325,Christine Kargatis,0.7,2018-02-17 0:00,CA-2018-109085,45373,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4.7625,5,East,9345,Home Office,2018-02-20 0:00,First Class,Ohio,Binders,USD5.71
Office Supplies,Philadelphia,United States,WB-21850,William Brown,0.7,2018-12-10 0:00,US-2018-110149,19143,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,-2.5093,1,East,9410,Consumer,2018-12-13 0:00,First Class,Pennsylvania,Binders,USD3.27
Office Supplies,Philadelphia,United States,BM-11785,Bryan Mills,0.7,2016-09-25 0:00,CA-2016-160787,19143,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-2.0622,2,East,9437,Consumer,2016-09-25 0:00,Same Day,Pennsylvania,Binders,USD2.94
Office Supplies,Philadelphia,United States,SC-20770,Stewart Carmichael,0.7,2017-06-18 0:00,CA-2017-131744,19134,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,-3.855,2,East,9549,Corporate,2017-06-20 0:00,Second Class,Pennsylvania,Binders,USD4.62
Technology,Newark,United States,SM-20905,Susan MacKendrick,0.7,2017-05-03 0:00,CA-2017-129280,43055,TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,-164.9538,3,East,9563,Consumer,2017-05-05 0:00,First Class,Ohio,Machines,USD224.93
